Ticker,GLD,GLD,GLD,GLD,GLD,IVV,IVV,IVV,IVV,IVV,IEF,IEF,IEF,IEF,IEF
2005-02-10,41.529998779296875,41.84000015258789,41.45000076293945,41.75,7774500,81.50674327279557,81.72440272848166,81.23466765583527,81.60877227783203,294600,49.768350598873006,49.779904267974395,49.560428619384766,49.560428619384766,175800
2005-02-11,41.88999938964844,42.15999984741211,41.83000183105469,42.08000183105469,1896500,81.54751094921636,82.43175495319447,81.37746442455966,82.18008422851562,797400,49.53730477485938,49.595064283115114,49.46222358313147,49.49687576293945,176400
2005-02-14,42.41999816894531,42.630001068115234,42.31999969482422,42.54999923706055,2351800,82.2005174022532,82.329754466287,82.084886970965,82.17330932617188,362400,49.47957056140975,49.59508522025526,49.444918366972935,49.560428619384766,129200
2005-02-15,42.400001525878906,42.599998474121094,42.34000015258789,42.58000183105469,1559900,82.30936010737473,82.69706615905766,82.22093255158406,82.54742431640625,767700,49.496893194965,49.55465272356273,49.45069174109353,49.48534393310547,130000
2005-02-16,42.31999969482422,42.599998474121094,42.20000076293945,42.52000045776367,1820400,82.36376897881877,82.71066549709082,82.24813853586488,82.54061889648438,473500,49.45641763563025,49.496846623749306,49.26004952374605,49.30625534057617,64900
2005-02-17,42.52000045776367,42.810001373291016,42.5099983215332,42.72999954223633,3054200,82.54060864873604,82.62903619129543,81.86722564697266,81.86722564697266,2473800,49.185014458889405,49.277421772699164,49.16191152882863,49.196563720703125,128000
2005-02-18,42.709999084472656,42.81999969482422,42.63999938964844,42.75,863200,81.86724531605813,82.07810146467958,81.68359206001085,81.96247100830078,393000,48.97706471484465,49.063695145393844,48.90197913312755,48.948184967041016,243900
2005-02-22,43.38999938964844,43.630001068115234,43.20000076293945,43.56999969482422,3378400,81.63597713117065,82.03048652577455,80.7653392875006,80.77894592285156,984900,48.97706715150457,49.01749615658253,48.90775839718618,48.95396423339844,104700
2005-02-23,43.290000915527344,43.54999923706055,43.150001525878906,43.41999816894531,1534900,80.99660730252452,81.41152147057302,80.82656068248534,81.37751007080078,650300,49.109933166657555,49.12148683592379,48.89623875600337,48.994422912597656,258300
2005-02-24,43.47999954223633,43.47999954223633,43.20000076293945,43.33000183105469,1219300,81.23465216367683,81.94204655710301,81.06460558418235,81.86722564697266,374300,49.09837032982643,49.09837032982643,48.89044840485484,48.913551330566406,142500
2005-02-25,43.40999984741211,43.54999923706055,43.220001220703125,43.5,1100100,81.90127097174066,82.74470090244604,81.8604562469531,82.6902847290039,1302400,48.94817406840601,49.023255226974946,48.87886533296785,48.982826232910156,425500
2005-02-28,43.68000030517578,43.7400016784668,43.52000045776367,43.529998779296875,755300,82.46581252596165,82.6290610277202,81.79923264005397,82.13252258300781,594600,48.89042813053816,48.96550930314104,48.60164828854612,48.66518020629883,397900
2005-03-01,43.29999923706055,43.369998931884766,43.099998474121094,43.220001220703125,3245600,82.32294094182637,82.74465828467885,82.32294094182637,82.59501647949219,368400,48.63679388131533,48.72366244448696,48.58466832486895,48.665748596191406,300500
2005-03-02,43.15999984741211,43.349998474121094,43.08000183105469,43.25,1188000,82.26854374091756,83.00314630495413,82.17331805921769,82.57463073730469,481800,48.63101079453078,48.712091081898244,48.607844366919466,48.65996551513672,149600
2005-03-03,43.060001373291016,43.130001068115234,42.900001525878906,42.970001220703125,1924600,82.83312443037973,82.98956963382248,82.23456208252762,82.5882568359375,240600,48.72368854488088,48.752647693813245,48.61365349973857,48.63102722167969,598500
2005-03-04,43.310001373291016,43.52000045776367,43.310001373291016,43.380001068115234,915000,83.077973693346,83.61532161872566,82.96914655839147,83.56090545654297,297000,48.78737147153595,48.90899188467293,48.76420504733696,48.851078033447266,179400
2005-03-07,43.31999969482422,43.5099983215332,43.2599983215332,43.470001220703125,1290100,83.52009305577589,83.90779911651804,83.4860816582293,83.64933013916016,549300,48.874274796637756,48.93798139809532,48.856901072339575,48.862693786621094,163100
2005-03-08,43.709999084472656,44.08000183105469,43.59000015258789,44.029998779296875,2674900,83.53366502169342,83.68330681503204,83.18677379830902,83.29560089111328,397800,48.73527397187213,48.741066685367755,48.61365349973857,48.63102722167969,696200
2005-03-09,43.95000076293945,44.20000076293945,43.91999816894531,44.02000045776367,3025000,83.1187448600916,83.27518995681304,82.41135583582759,82.42495727539062,602000,48.47465395307105,48.47465395307105,48.21403929188454,48.260372161865234,262300
2005-03-10,44.150001525878906,44.25,44.0,44.20000076293945,2065000,82.6086544102947,82.73108819685422,82.064508284017,82.62226104736328,1128400,48.300945692975354,48.445732697799286,48.19090615537356,48.3472785949707,262300
2005-03-11,44.310001373291016,44.66999816894531,44.279998779296875,44.43000030517578,2659600,82.59500678501138,82.93509986982335,81.87401110582077,82.0372543334961,450500,48.26617846805572,48.300930342782344,48.13297694033687,48.14455795288086,203400
2005-03-14,44.2599983215332,44.2599983215332,43.95000076293945,44.029998779296875,866600,82.16647378998272,82.49976348876953,81.9624159069824,82.49976348876953,345200,48.09241882209445,48.26037216186524,48.08083339532644,48.260372161865234,192300
2005-03-15,44.22999954223633,44.22999954223633,43.93000030517578,44.060001373291016,1254900,82.6766219953493,82.71743150047442,81.81278274787498,81.84679412841797,902200,48.35305174072911,48.35305174072911,48.10981070930447,48.167724609375,99600
2005-03-16,44.290000915527344,44.349998474121094,44.20000076293945,44.310001373291016,2223300,81.60196732403601,81.62917540412755,80.9966018128788,81.13263702392578,798500,48.27194776578014,48.46306751914438,48.23140761372214,48.277740478515625,223700
2005-03-17,43.970001220703125,43.970001220703125,43.66999816894531,43.81999969482422,1525200,81.27542548710652,81.52709618086733,81.0373614197152,81.32984161376953,588800,48.46885118333374,48.53255775589525,48.38777089435444,48.46305847167969,342100
2005-03-18,43.61000061035156,43.95000076293945,43.599998474121094,43.88999938964844,1207500,81.43865778333229,81.43865778333229,80.7856747711523,81.00333404541016,899400,48.370427367630604,48.382012799227894,48.28934702063966,48.34147262573242,200300
2005-03-21,43.209999084472656,43.25,42.869998931884766,43.09000015258789,3814400,81.15304880577166,81.18706020618046,80.50687371329317,80.76534271240234,1556900,48.31249736530576,48.329871088364435,48.26037619612973,48.28354263305664,448200
2005-03-22,43.209999084472656,43.220001220703125,42.54999923706055,42.650001525878906,2609400,80.89456246870326,81.26186371886884,79.91509246826172,79.91509246826172,1573000,48.405191410429396,48.4515243113692,47.93029022216797,47.93029022216797,302800
2005-03-23,42.599998474121094,42.66999816894531,42.349998474121094,42.41999816894531,2618600,80.00348886638677,80.3707899735489,79.8538470979791,80.05110168457031,1816200,47.82599006363671,48.080811897503644,47.82599006363671,48.0402717590332,355900
2005-03-24,42.5099983215332,42.540000915527344,42.369998931884766,42.38999938964844,1466300,80.28238929850757,80.6428872123202,80.05112844414084,80.071533203125,477900,48.0634520868002,48.12715866833102,48.02291193660285,48.08082580566406,132000
2005-03-28,42.459999084472656,42.58000183105469,42.40999984741211,42.540000915527344,581100,80.24334716796875,80.62666267782704,80.22280793227021,80.24334716796875,633700,47.965001517859655,47.98237523797329,47.89550221885985,47.924461364746094,68500
2005-03-29,42.61000061035156,42.630001068115234,42.540000915527344,42.560001373291016,1197800,80.05850884334238,80.6334871741371,79.5246037504992,79.75048828125,561000,48.01712608970759,48.12716112096795,48.01712608970759,48.121368408203125,349300
2005-03-30,42.650001525878906,42.810001373291016,42.560001373291016,42.61000061035156,1324300,79.83943719053364,80.83879852294922,79.8189031913224,80.83879852294922,675700,48.09239397246369,48.237180802431894,48.08080855168193,48.231388092041016,244500
2005-03-31,42.869998931884766,42.869998931884766,42.70000076293945,42.81999969482422,1363200,80.72934281897027,80.98260262936932,80.59928709647401,80.64720153808594,1266300,48.42828235876697,48.46882247924805,48.335616701357786,48.46882247924805,675000
2005-04-01,42.599998474121094,42.619998931884766,42.45000076293945,42.619998931884766,2448500,81.18108118036226,81.35220487813802,79.95583487761415,80.25016784667969,868200,48.6309591340366,48.654203044080646,48.276497264179284,48.567039489746094,367200
2005-04-04,42.43000030517578,42.43000030517578,42.22999954223633,42.400001525878906,1893100,80.29124764905846,80.57188782076685,79.82579094416637,80.47605895996094,429500,48.51472910560466,48.6890561766226,48.50310936975353,48.543785095214844,135900
2005-04-05,42.4900016784668,42.540000915527344,42.380001068115234,42.45000076293945,888000,80.49662763473466,80.9278629163489,80.49662763473466,80.76358032226562,401400,48.549613952636726,48.60772151861041,48.48569430006874,48.54961395263672,75100
2005-04-06,42.4900016784668,42.720001220703125,42.4900016784668,42.630001068115234,1637500,80.9894601911734,81.35224175936091,80.82518282907178,81.14689636230469,282100,48.654217137272184,48.69489288330078,48.6309732204953,48.69489288330078,51200
2005-04-07,42.77000045776367,42.810001373291016,42.529998779296875,42.56999969482422,2853000,81.01000506994892,81.57813733364733,80.94155659508638,81.52337646484375,226100,48.71237399204203,48.81115741328441,48.49737086934247,48.508995056152344,196500
2005-04-08,42.47999954223633,42.709999084472656,42.459999084472656,42.689998626708984,1002100,81.5028112005971,81.5028112005971,80.6814193725586,80.6814193725586,157100,48.49152844612923,48.56707231315834,48.41017692265598,48.56126022338867,86300
2005-04-11,42.84000015258789,42.959999084472656,42.7400016784668,42.779998779296875,514100,80.93467067552275,80.98258510676717,80.62665007784874,80.77039337158203,625700,48.54962155514267,48.706512451171875,48.51475346343989,48.706512451171875,41900
2005-04-12,42.70000076293945,42.84000015258789,42.61000061035156,42.84000015258789,2098700,80.60613144007029,81.40014291244444,80.08591378571887,81.22901916503906,451500,48.636766968102506,48.96798492915212,48.59609123370422,48.96217727661133,146100
2005-04-13,42.7599983215332,42.95000076293945,42.68000030517578,42.900001525878906,384000,81.03735861300125,81.15372150388221,80.09275743987237,80.24334716796875,359900,49.02611886784129,49.060982531983065,48.86922351255423,48.985443115234375,171500
2005-04-14,42.45000076293945,42.47999954223633,42.15999984741211,42.310001373291016,3679800,80.25702075019895,80.34600320022057,79.21659088134766,79.21659088134766,772700,49.03189927242091,49.11325073242187,48.9563598976549,49.113250732421875,194700
2005-04-15,42.380001068115234,42.560001373291016,42.36000061035156,42.400001525878906,1811100,79.16180984167562,79.42876234590719,78.06661941120248,78.08030700683594,2020800,49.229478828072004,49.43285751342773,49.10745161685857,49.432857513427734,177900
2005-04-18,42.54999923706055,42.779998779296875,42.52000045776367,42.689998626708984,909800,78.12825086432585,78.59370762544977,77.96397354342385,78.30622100830078,2576500,49.46773284274365,49.485169105595844,49.31665403128246,49.32827377319336,326100
2005-04-19,42.790000915527344,43.36000061035156,42.720001220703125,43.279998779296875,3145400,78.68955830684368,79.00442543512287,78.5389685449964,78.92913055419922,822800,49.36896348679942,49.61301803588867,49.35734374160119,49.61301803588867,107600
2005-04-20,43.209999084472656,43.52000045776367,43.189998626708984,43.400001525878906,1248100,78.94275673065597,79.03173914103745,77.71066446694898,77.79965209960938,586700,49.32247828530869,49.613020697427594,49.32247828530869,49.58396911621094,229300
2005-04-21,43.41999816894531,43.43000030517578,43.13999938964844,43.189998626708984,1550600,78.58685985996883,79.40141048347255,78.2240783890146,79.33296203613281,514800,49.3922487622046,49.491032195730085,49.22373349913409,49.22954559326172,565200
2005-04-22,43.459999084472656,43.5,43.310001373291016,43.38999938964844,1169000,79.16185698975858,79.29190750371298,78.16249480034831,79.04549407958984,418100,49.39801443153868,49.473553850889715,49.322470578862955,49.438690185546875,74800
2005-04-25,43.349998474121094,43.45000076293945,43.220001220703125,43.439998626708984,906300,79.2987336475327,79.64098109980715,79.1413027439642,79.5725326538086,1197100,49.43287809688151,49.46193410688366,49.392202342873304,49.438690185546875,79100
2005-04-26,43.689998626708984,43.70000076293945,43.5,43.63999938964844,1531400,79.31242772666623,79.73681123194987,78.77851730594263,78.812744140625,357400,49.50261465492774,49.50842231083086,49.310855610322044,49.41545104980469,119600
2005-04-27,43.529998779296875,43.540000915527344,43.119998931884766,43.20000076293945,2762500,78.60052344602605,79.36715412672088,78.28565652755783,79.10704803466797,719800,49.55489270185895,49.65367601731606,49.496785130020854,49.5665168762207,123700
2005-04-28,43.15999984741211,43.27000045776367,42.9900016784668,43.0,2260300,78.92223775099086,79.11389542353866,78.08030700683594,78.08030700683594,474100,49.64206780459928,49.868690490722656,49.60720414006479,49.868690490722656,103300
2005-04-29,43.18000030517578,43.61000061035156,43.18000030517578,43.349998474121094,3736700,78.66216255641721,79.24398225019866,77.96397996833593,79.1960678100586,645300,49.740859806447254,49.90356284704594,49.67113246523373,49.68856430053711,174200
2005-05-02,43.130001068115234,43.16999816894531,42.810001373291016,42.880001068115234,1707400,79.3740298722584,79.61360204852149,78.99756080163978,79.5383071899414,424700,49.72761248358045,49.76841564613824,49.62268943025883,49.73927307128906,141400
2005-05-03,42.75,42.79999923706055,42.58000183105469,42.7599983215332,1268700,79.39456562886575,79.88055640347379,79.12076661185621,79.7573471069336,532500,49.77424348230852,49.84419366347275,49.65183400067932,49.80339050292969,259200
2005-05-04,42.869998931884766,42.91999816894531,42.72999954223633,42.900001525878906,607600,79.70942638073251,80.4897501231509,79.51776865063417,80.3186264038086,212300,49.69264002779522,49.83836624488553,49.66349300549267,49.79173278808594,114500
2005-05-05,42.959999084472656,42.959999084472656,42.709999084472656,42.90999984741211,319300,80.44868541791891,80.6951040017123,79.88739980422993,80.298095703125,506100,49.85001093903184,50.01322800035287,49.756748494058584,49.9491081237793,108000
2005-05-06,42.43000030517578,42.630001068115234,42.34000015258789,42.52000045776367,3722700,80.61297207812046,80.63351131438567,80.1132936635952,80.1201400756836,209900,49.65182214236597,49.71011172247609,49.54106882710982,49.59353256225586,591000
2005-05-09,42.540000915527344,42.61000061035156,42.47999954223633,42.54999923706055,600000,80.16803142976693,80.71562412665628,80.05166334690374,80.59241485595703,220600,49.564375543962676,49.59934839552745,49.51774211040364,49.58769226074219,32900
2005-05-10,42.709999084472656,42.790000915527344,42.58000183105469,42.63999938964844,461000,80.26385936625779,80.3117737919673,79.59305218404408,79.75048828125,465600,49.64598202842728,49.774221747625035,49.64015618461575,49.76256561279297,101300
2005-05-11,42.54999923706055,42.83000183105469,42.5099983215332,42.689998626708984,764600,80.01745780449558,80.25702998387166,79.25082160821026,80.23649597167969,420600,49.85583323755499,49.95492595920342,49.7917133712626,49.826690673828125,408600
2005-05-12,42.40999984741211,42.47999954223633,41.970001220703125,42.15999984741211,1878700,80.24334153036853,80.36655082449278,79.3192692132958,79.33296203613281,410800,49.72176952284437,49.908298837078696,49.6634754987883,49.873321533203125,546800
2005-05-13,42.119998931884766,42.119998931884766,41.83000183105469,41.95000076293945,802600,79.51097407353164,79.7436999615727,78.5116063711067,79.17556762695312,507300,49.98990788875118,50.07151419027493,49.91412743218635,50.001564025878906,214400
2005-05-16,41.77000045776367,41.900001525878906,41.77000045776367,41.880001068115234,874500,79.11389775597809,79.89422128708821,79.11389775597809,79.88737487792969,700700,50.07150893409985,50.08316507000399,49.9840723495858,50.007389068603516,111900
2005-05-17,41.95000076293945,42.04999923706055,41.83000183105469,41.86000061035156,880800,79.62048044684691,80.4692530218591,79.47673708334125,80.41449737548828,266700,50.08902727112031,50.1356607388639,50.05405439391875,50.07154083251953,112800
2005-05-18,41.9900016784668,42.11000061035156,41.83000183105469,42.04999923706055,2207100,80.74301893918319,81.39329223690932,80.6882580930476,81.27692413330078,622800,50.26388441602637,50.304687575400465,50.164787217080004,50.234737396240234,93000
2005-05-19,42.0,42.04999923706055,41.869998931884766,41.97999954223633,610200,81.35223706062223,81.64657014612426,81.18795970800893,81.5986557006836,384400,50.2114230662162,50.263886814892935,50.08318328857422,50.08318328857422,116200
2005-05-20,41.7599983215332,41.83000183105469,41.61000061035156,41.650001525878906,932800,81.61918577753279,81.61918577753279,81.22218262973607,81.50282287597656,393500,50.08319172269183,50.11233874877744,50.03073241239187,50.07736587524414,70400
2005-05-23,41.689998626708984,41.75,41.54999923706055,41.619998931884766,5001900,81.5370488389832,82.07780053262806,81.50282199899605,81.92036437988281,1264700,50.15893467018335,50.34546393477282,50.14144379929594,50.30466079711914,163800
2005-05-24,41.83000183105469,41.83000183105469,41.650001525878906,41.72999954223633,1684600,81.66709531383762,81.94089435338239,81.53019840520638,81.76292419433594,671000,50.43875885009766,50.4679058731528,50.31634935824647,50.438758850097656,188900
2005-05-25,41.790000915527344,41.900001525878906,41.689998626708984,41.869998931884766,1535100,81.62600708007812,81.6807679188881,81.26322566195385,81.62600708007812,569400,50.537821625323645,50.537821625323645,50.25219964715037,50.25802993774414,150000
2005-05-26,41.72999954223633,41.810001373291016,41.650001525878906,41.689998626708984,341500,81.8518938189562,82.200982425601,81.8108205776065,82.09831237792969,328600,50.25803547778685,50.3804449104974,50.228888468813736,50.28717803955078,181400
2005-05-27,41.810001373291016,41.959999084472656,41.7400016784668,41.880001068115234,2453600,82.0778109540961,82.2420883178711,81.96828923005727,82.2420883178711,207400,50.32802294056722,50.37465641473197,50.258077176532964,50.339683532714844,69600
2005-05-31,41.34000015258789,41.689998626708984,41.33000183105469,41.650001525878906,3198900,82.12571129834201,82.12571129834201,81.65340808353461,81.68762969970703,531300,50.48539908854688,50.60197830200195,50.48539908854688,50.60197830200195,122600
2005-06-01,41.40999984741211,41.650001525878906,41.400001525878906,41.529998779296875,1787900,81.74237883528791,82.69382631838634,81.7286912352374,82.45425415039062,493600,50.69786929845981,50.943435121313044,50.6627897411316,50.91420364379883,781400
2005-06-02,41.91999816894531,42.279998779296875,41.90999984741211,42.099998474121094,5752600,82.2762904297925,82.61853790283203,82.16677395400649,82.61853790283203,644800,50.87326436855194,50.9726593987622,50.84402843694805,50.89665222167969,154500
2005-06-03,42.33000183105469,42.38999938964844,42.16999816894531,42.16999816894531,3350700,82.4132114825211,82.63909611996012,81.91352775930298,82.12572479248047,224700,51.14804510377012,51.153888719074395,50.604290008544915,50.60429000854492,245300
2005-06-06,42.560001373291016,42.650001525878906,42.45000076293945,42.47999954223633,2470800,82.05041089261017,82.19415420430828,81.79714588307621,82.15992736816406,1244700,50.64525306995376,50.77387960830874,50.59262926995467,50.738800048828125,311700
2005-06-07,42.47999954223633,42.47999954223633,42.310001373291016,42.380001068115234,611000,82.28313050302877,82.91286455156396,82.09831917962796,82.18730163574219,684500,50.87911590987091,50.925891623410976,50.738793230028286,50.88496398925781,111200
2005-06-08,42.45000076293945,42.560001373291016,42.2400016784668,42.34000015258789,691500,82.34474227746705,82.45425875082618,81.85874628091241,82.00249481201172,204400,50.873275255986734,50.88496695466432,50.77387574372703,50.791419982910156,104600
2005-06-09,42.2400016784668,42.400001525878906,42.029998779296875,42.27000045776367,694700,81.8518786017494,82.44054446960396,81.71497652650405,82.36524963378906,391100,50.66865240180105,50.779739185566974,50.551713075759054,50.76219940185547,783400
2005-06-10,42.25,42.720001220703125,42.119998931884766,42.619998931884766,1678000,82.41322259346393,82.48167106856613,81.81086347908324,82.2352523803711,384400,50.604289549305896,50.604289549305896,50.43473103074486,50.440574645996094,200900
2005-06-13,42.81999969482422,43.0099983215332,42.70000076293945,42.779998779296875,2331600,82.02987695076722,82.78966680611475,81.96142849634396,82.55009460449219,439200,50.358756425533876,50.38214428604795,50.26520944425589,50.30613708496094,276400
2005-06-14,42.65999984741211,42.70000076293945,42.58000183105469,42.599998474121094,825500,82.41319548802355,82.84442543939272,82.31736660994152,82.67330169677734,485500,50.300269466618516,50.300269466618516,50.17163851414412,50.247650146484375,301500
2005-06-15,42.689998626708984,42.88999938964844,42.66999816894531,42.7400016784668,2311400,82.85811799112973,82.97448088237827,82.2352250633602,82.8102035522461,460200,50.16580612192046,50.23012161254883,50.10733424987463,50.23012161254883,116700
2005-06-16,43.29999923706055,43.54999923706055,43.16999816894531,43.459999084472656,1809200,82.78964707021638,83.19350173292024,82.72119863211026,83.06344604492188,788000,50.20672350922673,50.393821863566956,50.148251649114385,50.38797378540039,215700
2005-06-17,43.779998779296875,43.849998474121094,43.61000061035156,43.630001068115234,1816500,83.48099452851352,83.6794986694133,83.24142236614531,83.36463165283203,654300,50.30026999062448,50.38797331920491,50.24765066994218,50.329505920410156,149000
2005-06-20,43.939998626708984,43.939998626708984,43.65999984741211,43.65999984741211,1433700,83.20718131781845,83.65210395607858,83.07028445479098,83.40568542480469,523500,50.17752137072564,50.2535285949707,50.13074563544577,50.2535285949707,178800
2005-06-21,43.58000183105469,43.81999969482422,43.41999816894531,43.810001373291016,672600,83.35562348076142,83.5135613118535,83.14961852523676,83.41742706298828,494700,50.31194001904375,50.42887475590716,50.27685602936531,50.41133499145508,217900
2005-06-22,43.65999984741211,43.7599983215332,43.529998779296875,43.720001220703125,1258500,83.5203535216871,83.66455477278014,83.12894862902904,83.50662231445312,652900,50.65109283411216,50.83819123839832,50.545849702902586,50.791419982910156,487300
2005-06-23,43.84000015258789,44.130001068115234,43.779998779296875,44.02000045776367,1576600,83.30064397042688,83.4723129293892,82.32556554086185,82.35990142822266,935200,50.721260269087814,50.762187908741254,50.64525306995376,50.738800048828125,169200
2005-06-24,43.959999084472656,44.060001373291016,43.68000030517578,43.900001525878906,473500,82.26378225668103,82.35304824563532,81.61830517662466,81.71443939208984,793500,50.8615608215332,50.896644826515626,50.80309342759746,50.8615608215332,67500
2005-06-27,43.900001525878906,43.93000030517578,43.72999954223633,43.90999984741211,1016600,81.61139147063456,81.96846570530906,81.57706083505515,81.84486389160156,684800,50.90251541137695,50.949291135617685,50.855744147914805,50.90251541137695,880800
2005-06-28,43.63999938964844,43.63999938964844,43.369998931884766,43.45000076293945,1295600,82.04405557967107,82.56592559814453,81.98225201181984,82.56592559814453,685600,50.838163902125864,50.838163902125864,50.668609828194015,50.68614959716797,168000
